data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8758636,48,BHR1228,1228,"11 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"LuaLua TV",National,"On 11/1/2019, a Shiite crowd protested in Abu Saybi in condemnation of the killing of 6 Shiite men by Saudi security forces in a preemptive security operation' in Qatif province.",0,1641868093,BHR
6121654,48,BHR1223,1223,"10 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 10/1/2019, anti-regime rioters in Eker blocked a street with burning debris and furniture.",0,1571164635,BHR
7875898,48,BHR1224,1224,"10 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 10 January 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, set trash containers on fire in Abu Saybi and threw Molotov cocktails at security forces. [size=no report]",0,1618859402,BHR
8749636,48,BHR1222,1222,"10 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"LuaLua TV",National,"On 10/1/2019, a Shiite crowd staged a protest in Manama ahead of the second anniversary of the execution of three Shiite men. The protesters chanted anti-regime slogans.",0,1641867731,BHR
7285069,48,BHR1220,1220,"08 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 8/1/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Abu Saybi with burning tyres. They are currently denouncing the killing of 6 Shiite men by Saudi security forces in a aa√î√∏Œ©¬¨¬©i1/2¬¨¬Æoepre-emptive security operation' in Qatif province.",0,1604359292,BHR
7876235,48,BHR1221,1221,"08 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"Al Wafa",Other,"On 8 January 2019, anti-regime rioters in Daih started a fire in a street and threw Molotov cocktails at police vehicles. [size=no report]",0,1618859403,BHR
7876804,48,BHR1218,1218,"06 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 6 January 2019, anti-regime rioters in Akr started a fire in a street and threw Molotov cocktails at police vehicles. [size=no report]",0,1618859404,BHR
8749378,48,BHR1217,1217,"06 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"LuaLua TV",National,"On 6/1/2019, a Shiite crowd staged a protest in Daih to commemorate the third anniversary of the execution of Sheikh al-Nimr in Saudi Arabia.",0,1641867730,BHR
7876751,48,BHR1216,1216,"04 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 4 January 2019, Shiite anti-regime rioters in Akr set trash containers on fire and threw Molotov cocktails at security forces. [size=no report]",0,1618859404,BHR
8749496,48,BHR1214,1214,"04 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"LuaLua TV",National,"On 4/1/2019, a Shiite crowd staged a protest in Musalla to commemorate the third anniversary of the execution of Sheikh al-Nimr in Saudi Arabia.",0,1641867731,BHR
8749840,48,BHR1215,1215,"04 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"LuaLua TV",National,"On 4/1/2019, a Shiite crowd staged a protest in Abu Saybi to commemorate the third anniversary of the execution of Sheikh al-Nimr in Saudi Arabia.",0,1641867732,BHR
6060217,48,BHR1212,1212,"03 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"Al Wafa","New media","On 3/1/2019, a Shiite crowd staged a protest in Nuwaidrat to commemorate the third anniversary of the execution of Sheikh al-Nimr in Saudi Arabia.",0,1571164548,BHR
7876483,48,BHR1213,1213,"03 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Al Wafa",Other,"On 3 January 2019, Shiite anti-regime rioters in Abu Saybi set trash containers on fire and threw Molotov cocktails at security forces. [size=no report]",0,1618859403,BHR
7200488,48,BHR1211,1211,"02 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 2 January 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Abu Saybi with burning tyres. They are currently commemorating the third anniversary of the execution of Sheikh al-Nimr in Saudi Arabia. [size=no report]",0,1600098929,BHR
7876722,48,BHR1210,1210,"02 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 2 January 2019, Shiite anti-regime rioters in Akr set trash containers on fire and threw Molotov cocktails at security forces. [size=no report]",0,1618859404,BHR
7200470,48,BHR1207,1207,"01 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"14 February Revolution Youth Coalition",Other,"On 1 January 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Sitrah with burning tyres. They are currently commemorating the third anniversary of the execution of Sheikh al-Nimr in Saudi Arabia. [size=no report]",0,1600098929,BHR
7200475,48,BHR1209,1209,"01 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Northern,,,Salmabad,26.1831,50.5247,1,"14 February Revolution Youth Coalition",Other,"On 1 January 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Salmabad with burning tyres. They are currently commemorating the third anniversary of the execution of Sheikh al-Nimr in Saudi Arabia. [size=no report]",0,1600098929,BHR
7200481,48,BHR1205,1205,"01 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Northern,,,Karzakkan,26.1156,50.4819,1,"14 February Revolution Youth Coalition",Other,"On 1 January 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Karzakkan with burning tyres. They are currently commemorating the third anniversary of the execution of Sheikh al-Nimr in Saudi Arabia. [size=no report]",0,1600098929,BHR
7200486,48,BHR1206,1206,"01 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"14 February Revolution Youth Coalition",Other,"On 1 January 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Karbabad with burning tyres. They are currently commemorating the third anniversary of the execution of Sheikh al-Nimr in Saudi Arabia. [size=no report]",0,1600098929,BHR
7403858,48,BHR1208,1208,"01 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"14 February Revolution Youth Coalition",Other,"On 1 January 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Daih with burning tyres. They are currently commemorating the third anniversary of the execution of Sheikh al-Nimr in Saudi Arabia. [size=no report]",0,1607976986,BHR
7876746,48,BHR1203,1203,"01 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 1 January 2019, Shiite anti-regime rioters in Akr set trash containers on fire and threw Molotov cocktails at security forces. [size=no report]",0,1618859404,BHR
7877028,48,BHR1204,1204,"01 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,Demistan,26.1264,50.4811,1,"Revolution Bahrain","New media","On 1 January 2019, Shiite anti-regime rioters in Demistan threw Molotov cocktails at security forces. [size=no report]",0,1618859405,BHR
8750068,48,BHR1202,1202,"01 January 2019",2019,1,Protests,"Protest with intervention","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,"Police Forces of Bahrain (1999-)",,1,16,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"LuaLua TV",National,"On 1/1/2019, Bahraini police used tear gas to disperse an anti-regime Shiite protest in Sitrah.",0,1641867732,BHR
7286871,48,BHR1200,1200,"31 December 2018",2018,1,"Strategic developments",Other,"Government of Bahrain (1999-)",,1,"Civilians (Bahrain)",,7,17,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,VOA,International,"Non-violent activity: On 31/12/2018, Bahrain's highest court upheld the five-year sentence of Nabeel Rajab, the prominent human rights activist and opposition leader, for 'spreading false news and rumours in time of war'.",0,1604359300,BHR
7876717,48,BHR1201,1201,"31 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 31 December 2018, Shiite anti-regime rioters in Akr set trash containers on fire and threw Molotov cocktails at security forces. [size=no report]",0,1618859404,BHR
7876786,48,BHR1199,1199,"30 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 30 December 2018, Shiite anti-regime rioters in Akr set trash containers on fire and threw Molotov cocktails at security forces. [size=no report]",0,1618859404,BHR
8749379,48,BHR1198,1198,"29 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"LuaLua TV",National,"On 29/12/2018, a Shiite crowd held a rally in Daih to commemorate the 8th anniversary of the death of Sheikh al-Ekri.",0,1641867730,BHR
5736201,48,BHR1197,1197,"28 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"14 February Revolution Youth Coalition",Other,"On 28/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Nuwaidrat with burning tyres.",0,1567462117,BHR
8749637,48,BHR1195,1195,"28 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"LuaLua TV",National,"On 28/12/2018, a Shiite crowd protested in Manama's Bilad al Qadim neighbourhood in support of Ayatollah Sheikh Isa Qassim and Sheikh Ali Salman.",0,1641867731,BHR
8749833,48,BHR1196,1196,"28 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"LuaLua TV",National,"On 28/12/2018, a Shiite crowd protested in Abu Saybi in support of Sheikh Ali Salman, on the fourth anniversary oh his detention.",0,1641867732,BHR
5736382,48,BHR1192,1192,"27 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"14 February Revolution Youth Coalition",Other,"On 27/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Sitrah with burning tyres.",0,1567462117,BHR
6060124,48,BHR1194,1194,"27 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"Al Wafa","New media","On 27/12/2018, anti-regime rioters blocked a street in Nuwaidrat with burning tyres.",0,1571164548,BHR
6060176,48,BHR1193,1193,"27 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"Al Wafa","New media","On 27/12/2018, anti-regime rioters blocked a street in Maamir with burning tyres.",0,1618526519,BHR
7876355,48,BHR1191,1191,"27 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"Al Wafa",Other,"On 27 December 2018, anti-regime rioters in Daih threw Molotov cocktails at police vehicles. [size=no report]",0,1618859403,BHR
5736157,48,BHR1189,1189,"26 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"14 February Revolution Youth Coalition",Other,"On 26/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Manama with burning tyres.",0,1567462117,BHR
5736256,48,BHR1190,1190,"26 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"14 February Revolution Youth Coalition",Other,"On 26/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Karbabad with burning tyres. They are currently commemorating Saudi cleric Sheikh Nimr ahead of the third anniversary of his execution.",0,1567462117,BHR
5736208,48,BHR1188,1188,"25 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"14 February Revolution Youth Coalition",Other,"On 25/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Nuwaidrat with burning tyres.",0,1567462117,BHR
5736414,48,BHR1186,1186,"25 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Al Diraz",26.2181,50.4706,1,"14 February Revolution Youth Coalition",Other,"On 25/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Diraz with burning tyres.",0,1567462117,BHR
7876785,48,BHR1185,1185,"25 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 25 December 2018, anti-regime rioters in Akr threw Molotov cocktails at police vehicles. [size=no report]",0,1618859404,BHR
7876575,48,BHR1184,1184,"23 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Al Diraz",26.2181,50.4706,1,"Al Wafa",Other,"On 23 December 2018, anti-regime rioters in Diraz threw Molotov cocktails at police vehicles. [size=no report]",0,1618859404,BHR
7877016,48,BHR1183,1183,"23 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 23 December 2018, anti-regime rioters in Akr threw Molotov cocktails at police vehicles. [size=no report]",0,1618859405,BHR
8749489,48,BHR1181,1181,"21 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"LuaLua TV",National,"On 21/12/2018, a Shiite crowd held a rally in Musalla to commemorate the anniversary of the death of Shiite cleric Sheikh Abdul Amir al-Jamri and in support of Ayatollah Sheikh Isa Qassim.",0,1641867731,BHR
8749836,48,BHR1182,1182,"21 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"LuaLua TV",National,"On 21/12/2018, a Shiite crowd held a rally in Abu Saybi to commemorate the anniversary of the death of Shiite cleric Sheikh Abdul Amir al-Jamri and in support of Ayatollah Sheikh Isa Qassim.",0,1641867732,BHR
8749960,48,BHR1180,1180,"21 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Al Qadam",26.2156,50.5192,1,"LuaLua TV",National,"On 21/12/2018, a Shiite crowd held a rally in Qadam in support of the leading Shiite cleric Ayatollah Sheikh Isa Qassim.",0,1641867732,BHR
7883583,48,BHR1179,1179,"19 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 19 December 2018, anti-regime rioters threw Molotov cocktails at security forces in Abu Saybi. [size=no report]",0,1618873887,BHR
6060219,48,BHR1177,1177,"18 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Al Diraz",26.2181,50.4706,1,"Al Wafa","New media","On 18/12/2018, a crowd held a rally in Diraz to mark the Martyrs 'Day, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain1/3 Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1571164548,BHR
7404043,48,BHR1178,1178,"18 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"Al Wafa",Other,"On 18/12/2018, a crowd held a rally in Daih to mark the Martyrs 'Day, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain1/3 Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1607976991,BHR
5736303,48,BHR1174,1174,"17 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"14 February Revolution Youth Coalition",Other,"On 17/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Sitrah with burning tyres while commemorating Martyrs 'Day.",0,1567462117,BHR
5736374,48,BHR1175,1175,"17 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"14 February Revolution Youth Coalition",Other,"On 17/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Nuwaidrat with burning tyres while commemorating Martyrs 'Day.",0,1567462117,BHR
7876973,48,BHR1173,1173,"17 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 17 December 2018, anti-regime rioters threw Molotov cocktails at security forces in Akr. [size=no report]",0,1618859404,BHR
8464796,48,BHR1176,1176,"17 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"14 February Revolution Youth Coalition",Other,"On 17/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Jidd Hafs with burning tyres while commemorating Martyrs 'Day.",0,1630985295,BHR
8749376,48,BHR1169,1169,"17 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"LuaLua TV",National,"On 17/12/2018, a Shiite crowd held a rally in Daih to commemorate the anniversary of the death of Shiite cleric Sheikh Abdul Amir al-Jamri.",0,1641867730,BHR
8749561,48,BHR1167,1167,"17 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Muqsha",26.2197,50.5231,1,"LuaLua TV",National,"On 17/12/2018, a crowd held a rally in Muqsha to mark the Martyrs 'Day, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain1/3 Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1641867731,BHR
8750087,48,BHR1168,1168,"17 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,Karranah,26.2292,50.5094,1,"LuaLua TV",National,"On 17/12/2018, a crowd held a rally in Karranah to mark the Martyrs 'Day, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain1/3 Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1641867733,BHR
8820766,48,BHR1170,1170,"17 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"Bahrain Alyoum",National,"On 17/12/2018, a crowd held a rally in Nuwaidrat to mark the Martyrs 'Day, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain1/3 Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1644271366,BHR
8820798,48,BHR1172,1172,"17 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Bahrain Alyoum",National,"On 17/12/2018, demonstrating anti-regime rioters clashed with security forces in Abu Saybi.",0,1644271366,BHR
8820802,48,BHR1171,1171,"17 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"Bahrain Alyoum",National,"On 17/12/2018, a crowd held a rally in Sanabis to mark the Martyrs 'Day, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain1/3 Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1644271366,BHR
5736360,48,BHR1166,1166,"16 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"14 February Revolution Youth Coalition",Other,"On 16/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Karbabad with burning tyres while commemorating Martyrs 'Day.",0,1567462117,BHR
6059995,48,BHR1162,1162,"16 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Muharraq,,,Samahij,26.28,50.635,1,"Al Wafa","New media","On 16/12/2018, ahead of the Martyrs 'Day, a crowd held a rally in Samahij, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain1/3 Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1571164547,BHR
6060014,48,BHR1161,1161,"16 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"Al Wafa","New media","On 16/12/2018, ahead of the Martyrs 'Day, a crowd held a rally in Karbabad, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain1/3 Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1571164547,BHR
6060021,48,BHR1164,1164,"16 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"Al Wafa","New media","On 16/12/2018, ahead of the Martyrs 'Day, a crowd held a rally in Sanabis, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain1/3 Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1571164547,BHR
7876985,48,BHR1165,1165,"16 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 16 December 2018, anti-regime rioters threw Molotov cocktails at security forces in Akr and started a fire in a street. [size=no report]",0,1618859405,BHR
8464988,48,BHR1163,1163,"16 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"Al Wafa",Other,"On 16/12/2018, ahead of the Martyrs 'Day, a crowd held a rally in Jidd Hafs, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain1/3 Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1630985295,BHR
8749498,48,BHR1159,1159,"16 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"LuaLua TV",National,"On 16/12/2018, ahead of the Martyrs 'Day, a crowd held a rally in Musalla, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain1/3 Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1641867731,BHR
