data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7875833,48,BHR1809,1809,"30 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"14 February Revolution Youth Coalition",Other,"On 30 August 2019, Shiite anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Maamir with burning tyres. The February 14 Youth Coalition is currently denouncing the removal of banners related to Muharram mourning ceremony by security forces. [size=no report]",0,1618859402,BHR
7884284,48,BHR1808,1808,"29 August 2019",2019,1,Riots,"Violent demonstration","Police Forces of Bahrain (1999-)",,1,"Rioters (Bahrain)","Shiite Muslim Group (Bahrain); February 14 Youth Coalition",5,15,"Middle East",Bahrain,Northern,,,Karzakkan,26.1156,50.4819,1,"14 February Revolution Youth Coalition",Other,"29 August. Security forces removed banners related to Muharram mourning ceremony from Karzakkan, leading to clashes between Shiites citizens and police forces that used tear gas to disperse the crowd. [size=no report]",0,1618873889,BHR
7876324,48,BHR1807,1807,"26 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Bu Quwa",26.2047,50.52,1,"Al Wafa",Other,"On 26 August 2019, anti-regime rioters in Bu Quwa threw Molotov cocktails at security forces in Bu Quwa. [size=no report]",0,1618859403,BHR
6060136,48,BHR1804,1804,"24 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"Al Wafa","New media","24 August. A protest was held in Musalla in solidarity with more than 600 prisoners on hunger strike in two Bahraini Prisons. [size=no report]",0,1571164548,BHR
7876323,48,BHR1805,1805,"24 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Bu Quwa",26.2047,50.52,1,"Al Wafa",Other,"On 24 August 2019, anti-regime rioters in Bu Quwa threw Molotov cocktails at security forces. [size=no report]",0,1618859403,BHR
7876445,48,BHR1806,1806,"24 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Muqsha",26.2197,50.5231,1,"Al Wafa",Other,"On 24 August 2019, as a sign of solidarity with 600 prisoners on hunger strike, anti-regime rioters blocked a street in Muqsha with burning trash containers . [size=no report]",0,1618859403,BHR
6052893,48,BHR1800,1800,"23 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Abusaiba Media","New media","23 August. A protest was held in Shakhurah in solidarity with more than 600 prisoners on hunger strike in two Bahraini Prisons. [size=no report]",0,1571164539,BHR
6060094,48,BHR1798,1798,"23 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"Al Wafa","New media","23 August. A protest was held in Karbabad in solidarity with more than 600 prisoners on hunger strike in two Bahraini Prisons. [size=no report]",0,1571164548,BHR
7875784,48,BHR1803,1803,"23 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"14 February Revolution Youth Coalition",Other,"On 23 August 2019, as a sign of solidarity with 600 prisoners on hunger strike, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Musalla with burning trash containers . [size=no report]",0,1618859402,BHR
7875971,48,BHR1801,1801,"23 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"14 February Revolution Youth Coalition",Other,"On 23 August 2019, as a sign of solidarity with 600 prisoners on hunger strike, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Nuwaidrat with burning tyres. [size=no report]",0,1618859403,BHR
7875975,48,BHR1802,1802,"23 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"14 February Revolution Youth Coalition",Other,"On 23 August 2019, as a sign of solidarity with 600 prisoners on hunger strike, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Karbabad with burning tyres. [size=no report]",0,1618859403,BHR
8749792,48,BHR1799,1799,"23 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"LuaLua TV",National,"23 August. A protest was held in Abu Saybi in solidarity with more than 600 prisoners on hunger strike in two Bahraini Prisons. [size=no report]",0,1641867732,BHR
7876143,48,BHR1797,1797,"21 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Al Wafa",Other,"On 21 August 2019, anti-regime rioters in Abu Saybi threw Molotov cocktails at security forces. [size=no report]",0,1618859403,BHR
7876314,48,BHR1796,1796,"21 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"Al Wafa",Other,"On 21 August 2019, anti-regime rioters in Sitrah threw Molotov cocktails at security forces. [size=no report]",0,1618859403,BHR
7876557,48,BHR1795,1795,"19 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"Al Wafa",Other,"On 19 August 2019, as a sign of solidarity with 600 prisoners on hunger strike, anti-regime rioters blocked a street in Nuwaidrat with burning trash containers . [size=no report]",0,1618859404,BHR
7200501,48,BHR1794,1794,"18 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"Al Wafa",Other,"On 18 August 2019, as a sign of solidarity with 600 prisoners on hunger strike, anti-regime rioters blocked a street in Al Maamir with burning trash containers. [size=no report]",0,1618526526,BHR
8819776,48,BHR1793,1793,"18 August 2019",2019,1,"Strategic developments",Other,"Civilians (Bahrain)","Prisoners (Bahrain); Shiite Muslim Group (Bahrain)",7,,,0,70,"Middle East",Bahrain,Muharraq,,,"Dry Dock Prison",26.2226,50.6573,1,"Bahrain Alyoum; AhlulBayt News Agency",National-Regional,"Non-violent activity: On 18 August 2019, more than 400 prisoners went on hunger strike at Dry Dock Prison (Muharraq) -- joining more than 200 prisoners on hunger strike in Jaw Prison -- demanding freedom of religious practice, especially with regard to Ashura, the removal of the glass barrier between prisoners and their families during visitation, an end to arbitrary raids, harassment and beating of prisoners, and an end to solidarity confinement.",0,1644271364,BHR
7876602,48,BHR1792,1792,"17 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Northern,,,Karranah,26.2292,50.5094,1,"Al Wafa",Other,"On 17 August 2019, anti-regime rioters blocked a street in Karranah with burning tyres. They were marking Bahrain Independence Day. [size=no report]",0,1618859404,BHR
7997397,48,BHR1791,1791,"17 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,"Bilad al Qadim",26.2117,50.5619,1,"14 February Revolution Youth Coalition",Other,"On 17 August, a crowd took to the streets in Bilad al Qadeem to mark Bahrain Independence Day, and chanted slogans against the al-Khalifa regime. [size=no report]",0,1621903732,BHR
6052928,48,BHR1790,1790,"16 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Abusaiba Media","New media","On 16 August, a crowd took to the streets in Shakhurah to mark Bahrain Independence Day, and chanted slogans against the al-Khalifa regime. [size=no report]",0,1571164539,BHR
6052932,48,BHR1789,1789,"16 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Abusaiba Media","New media","On 16 August, a crowd took to the streets in Abu Saybi to mark Bahrain Independence Day, and chanted slogans against the al-Khalifa regime. [size=no report]",0,1571164539,BHR
7875858,48,BHR1786,1786,"15 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Muqsha",26.2197,50.5231,1,"14 February Revolution Youth Coalition",Other,"On 15 August 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Muqsha with burning tyres. The February 14 Youth Coalition is currently marking Bahrain Independence Day. [size=no report]",0,1618859402,BHR
7876310,48,BHR1787,1787,"15 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Al Wafa",Other,"On 15 August 2019, anti-regime rioters blocked a street in Akr with burning tyres. They were marking Bahrain Independence Day. [size=no report]",0,1618859403,BHR
6060044,48,BHR1784,1784,"14 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"Al Wafa","New media","On 14 August, a rally was held in Karbabad to commemorate the 23rd anniversary of the death of Seyed Ali Amin, a 19-year-old Shiite men who died in police custody, reportedly after being beaten and tortured during interrogation. 20-50 people attended. [size= 20-50]",0,1571164548,BHR
8464954,48,BHR1785,1785,"14 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"Al Wafa",Other,"On 14 August 2019, anti-regime rioters in Jidd Hafs threw Molotov cocktails at police cars. [size=no report]",0,1630985295,BHR
7875855,48,BHR1783,1783,"13 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Bu Quwa",26.2047,50.52,1,"14 February Revolution Youth Coalition",Other,"On 13 August 2019, anti-regime rioters affiliated with 14 February Revolution Youth Coalition threw Molotov cocktails at security forces in Bu Quwa. [size=no report]",0,1618859402,BHR
7876309,48,BHR1781,1781,"12 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Al Wafa",Other,"On 12 August 2019, anti-regime rioters blocked a street in Akr with burning trash containers. They were demanding the overthrow of the al-Khalifa regime. [size=no report]",0,1618859403,BHR
7876516,48,BHR1782,1782,"12 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"Al Wafa",Other,"On 12 August 2019, anti-regime rioters blocked a street in Nuwaidrat with burning tyres. They were demanding the overthrow of the al-Khalifa regime. [size=no report]",0,1618859404,BHR
6271530,48,BHR1776,1776,"11 August 2019",2019,1,Protests,"Peaceful protest","Protesters (International)","Protesters (Bangladesh); Protesters (Pakistan)",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"India Today",International,"On 11 August, hundreds of Pakistani and Bangladeshi nationals held a rally after Eid prayers in Manama against the Indian government's decision to strip Jammu and Kashmir of its special status. [size=hundreds]",0,1572403723,BHR
7876142,48,BHR1778,1778,"11 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Al Wafa",Other,"On 11 August 2019, anti-regime rioters in Abu Saybi threw Molotov cocktails at security forces. [size=no report]",0,1618859403,BHR
7876380,48,BHR1779,1779,"11 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"Al Wafa",Other,"On 11 August 2019, anti-regime rioters blocked a street in Maamir with burning tyres. They were demanding the overthrow of the al-Khalifa regime. [size=no report]",0,1618859403,BHR
7876443,48,BHR1780,1780,"11 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Muqsha",26.2197,50.5231,1,"Al Wafa",Other,"On 11 August 2019, anti-regime rioters in Muqsha threw Molotov cocktails at security forces. [size=no report]",0,1618859403,BHR
7882411,48,BHR1777,1777,"11 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"14 February Revolution Youth Coalition",Other,"On 11 August, an anti-regime protest was held in Maamir. 20-50 people attended. [size=about 20-50]",0,1618873884,BHR
7997670,48,BHR1775,1775,"10 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Bilad al Qadim",26.2117,50.5619,1,"Al Wafa",Other,"On 10/8/2019, a protest was held in Bilad al Qadeem against the al-Khalifa regime. [size=50-100]",0,1621903733,BHR
6052898,48,BHR1774,1774,"09 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Abusaiba Media","New media","On 9/8/2019, a protest was held in Shakhurah against the recent arrest of a number of village's residents. [size=50-100]",0,1571164539,BHR
6052921,48,BHR1773,1773,"09 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Abusaiba Media","New media","On 9/8/2019, a protest was held in Abu Saybi against the recent arrest of a number of village's residents. [size=50-100]",0,1571164539,BHR
7876037,48,BHR1772,1772,"08 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Abusaiba Media","New media","On 8 August 2019, anti-regime rioters threw Molotov cocktails at security forces in Abu Saybi. [size=no report]",0,1618859403,BHR
7200669,48,BHR1771,1771,"05 August 2019",2019,1,"Strategic developments",Other,"Unidentified Armed Group (Bahrain)",,3,"Police Forces of Bahrain (1999-)","Government of Bahrain (1999-)",1,13,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"Wall Street Journal",International,"Non-violent activity: On 5 August 2019, hackers broke into the systems of Bahrain's National Security Agency, the Ministry of Interior and the first deputy prime minister's office. According to US intelligence, Iran might be behind the attacks.",0,1600098930,BHR
7876187,48,BHR1769,1769,"05 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Al Wafa",Other,"On 5 August 2019, Shiite anti-regime rioters in Akr blocked a street with a burning trash container. They were commemorating two recently executed Shiite men. [size=no report]",0,1618859403,BHR
7876236,48,BHR1770,1770,"05 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"Al Wafa",Other,"On 5 August 2019, Shiite anti-regime rioters in Daih blocked a street with a burning trash container. They were commemorating two recently executed Shiite men. [size=no report]",0,1618859403,BHR
7875853,48,BHR1768,1768,"03 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 3 August 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Ash Shakhurah with burning tyres. The February 14 Youth Coalition is currently denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859402,BHR
7875918,48,BHR1767,1767,"03 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 3 August 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Abu Saybi with burning tyres. The February 14 Youth Coalition is currently denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859402,BHR
8749504,48,BHR1766,1766,"03 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Bilad al Qadim",26.2117,50.5619,1,"LuaLua TV",National,"On 3/8/2019, a Shiite crowd took to the streets in Bilad al Qadeem to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=100-200]",0,1641867731,BHR
6060090,48,BHR1765,1765,"02 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Al Wafa","New media","On 2/8/2019, a Shiite crowd took to the streets in Shakhurah to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=50-100]",0,1571164548,BHR
6060158,48,BHR1764,1764,"02 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Al Wafa","New media","On 2/8/2019, a Shiite crowd took to the streets in Abu Saybi to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=50-100]",0,1571164548,BHR
6069676,48,BHR1761,1761,"02 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Bani Jamrah",26.2097,50.4597,1,"Duraz Youth","New media","On 2/8/2019, a Shiite crowd took to the streets in Bani Jamrah to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=100-200]",0,1571164561,BHR
7876462,48,BHR1763,1763,"02 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Muharraq,,,Samahij,26.28,50.635,1,"Al Wafa",Other,"On 2 August 2019, Shiite anti-regime rioters blocked a street in Samahij with burning tyres. They were denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859403,BHR
7876560,48,BHR1762,1762,"02 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Bu Quwa",26.2047,50.52,1,"Al Wafa",Other,"On 2 August 2019, Shiite anti-regime rioters threw Molotov cocktails at security forces in Bu Quwa. [size=no report]",0,1618859404,BHR
6060201,48,BHR1759,1759,"01 August 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Al Malikiyah",26.098,50.4866,1,"Al Wafa","New media","On 1/8/2019, a Shiite crowd took to the streets in Malikiyah to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=50-100]",0,1571164548,BHR
7876379,48,BHR1760,1760,"01 August 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"Al Wafa",Other,"On 1 August 2019, Shiite anti-regime rioters blocked a street in Maamir with burning tyres. They were denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859403,BHR
6060121,48,BHR1758,1758,"31 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"Al Wafa","New media","On 31/7/2019, a Shiite crowd took to the streets in Maamir to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=20-50]",0,1618526525,BHR
6121624,48,BHR1756,1756,"31 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,Tubli,26.1869,50.5494,1,"Revolution Bahrain","New media","On 31/7/2019, a Shiite crowd took to the streets in Tubli to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=50-100]",0,1571164635,BHR
7998698,48,BHR1757,1757,"31 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Bilad al Qadim",26.2117,50.5619,1,"Revolution Bahrain","New media","On 31/7/2019, demonstrating to denounce the execution of two Shiite men and the use of tear gas that allegedly led to the death of a Shiite protester, rioters in Bilad al Qadeem clashed with security forces. [size=hundreds]",0,1621903736,BHR
6052891,48,BHR1747,1747,"30 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Abusaiba Media","New media","On 30/7/2019, demonstrating to denounce the execution of two Shiite men and the use of tear gas that allegedly led to the death of a Shiite protester, rioters in Shakhurah clashed with security forces. [size=100-200]",0,1571164539,BHR
6052906,48,BHR1746,1746,"30 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Abusaiba Media","New media","On 30/7/2019, demonstrating to denounce the execution of two Shiite men and the use of tear gas that allegedly led to the death of a Shiite protester, rioters in Shakhurah clashed with security forces. [size=100-200]",0,1571164539,BHR
6060229,48,BHR1745,1745,"30 July 2019",2019,1,Protests,"Protest with intervention","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,"Police Forces of Bahrain (1999-)",,1,16,"Middle East",Bahrain,Capital,,,Wadiyan,26.1592,50.6111,1,"Al Wafa","New media","On 30/7/2019, a Shiite crowd took to the streets in Wadiyan to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. Police used tear gas to disperse the protesters. [size=100-200]",0,1571164548,BHR
6121638,48,BHR1740,1740,"30 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Bani Jamrah",26.2097,50.4597,1,"Revolution Bahrain","New media","On 30/7/2019, a Shiite crowd took to the streets in Bani Jamrah to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=100-200]",0,1571164635,BHR
7875803,48,BHR1750,1750,"30 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Southern Sehla",26.2019,50.5368,1,"14 February Revolution Youth Coalition",Other,"On 30 July 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Southern Sehla with burning tyres. The February 14 Youth Coalition is currently denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859402,BHR
7875952,48,BHR1748,1748,"30 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Northern,,,Buri,26.1514,50.4975,1,"14 February Revolution Youth Coalition",Other,"On 30 July 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Buri with burning tyres. The February 14 Youth Coalition is currently denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859402,BHR
7876023,48,BHR1749,1749,"30 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"14 February Revolution Youth Coalition",Other,"On 30 July 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Maamir with burning tyres . The February 14 Youth Coalition is currently denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859403,BHR
7876217,48,BHR1752,1752,"30 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Southern Sehla",26.2019,50.5368,1,"Al Wafa",Other,"On 30 July 2019, Shiite anti-regime rioters threw Molotov cocktails at security forces in Southern Sehla. [size=no report]",0,1618859403,BHR
7876307,48,BHR1751,1751,"30 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Al Wafa",Other,"On 30 July 2019, Shiite anti-regime rioters blocked a street in Akr with burning debris. They were denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859403,BHR
7876394,48,BHR1755,1755,"30 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"Al Wafa",Other,"On 30 July 2019, Shiite anti-regime rioters blocked a street in Nuwaidrat with burning tyres. They were denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859403,BHR
