GEOID,year,cluster,cluster_labels
13089021913,2019,Mostly developed space (all intensities),7
13089022001,2001,"Mostly developed open + low intensity, little medium/high",5
13089022001,2019,"Mostly developed open + low intensity, little medium/high",5
13089022004,2001,Mostly developed open + low intensity / some forest,3
13089022004,2019,Mostly developed open + low intensity / some forest,3
13089022005,2001,Mostly developed open + low intensity / some forest,3
13089022005,2019,Mostly developed space (all intensities),7
13089022007,2001,"Mostly developed open + low intensity, some medium/high",6
13089022007,2019,"Mostly developed open + low intensity, some medium/high",6
13089022008,2001,Mostly developed open + low intensity / some forest,3
13089022008,2019,Mostly developed open + low intensity / some forest,3
13089022009,2001,Mostly developed space (all intensities) / some forest,4
13089022009,2019,Mostly developed space (all intensities) / some forest,4
13089022010,2001,"Mostly developed open + low intensity, little medium/high",5
13089022010,2019,"Mostly developed open + low intensity, some medium/high",6
13089022100,2001,"Mostly developed open + low intensity, little medium/high",5
13089022100,2019,Mostly developed space (all intensities),7
13089022203,2001,Mostly developed space (all intensities),7
13089022203,2019,Mostly medium to high intensity developed space,8
13089022204,2001,"Mostly developed open + low intensity, some medium/high",6
13089022204,2019,"Mostly developed open + low intensity, some medium/high",6
13089022301,2001,"Mostly developed open + low intensity, little medium/high",5
13089022301,2019,"Mostly developed open + low intensity, some medium/high",6
13089022302,2001,"Mostly developed open + low intensity, little medium/high",5
13089022302,2019,"Mostly developed open + low intensity, little medium/high",5
13089022401,2001,"Mostly developed open + low intensity, little medium/high",5
13089022401,2019,Mostly developed open + low intensity / some forest,3
13089022402,2001,Mostly developed space (all intensities) / some forest,4
13089022402,2019,Mostly developed space (all intensities) / some forest,4
13089022403,2001,"Mostly developed open + low intensity, little medium/high",5
13089022403,2019,"Mostly developed open + low intensity, little medium/high",5
13089022500,2001,"Mostly developed open + low intensity, some medium/high",6
13089022500,2019,"Mostly developed open + low intensity, some medium/high",6
13089022600,2001,"Mostly developed open + low intensity, little medium/high",5
13089022600,2019,Mostly developed space (all intensities),7
13089022700,2001,"Mostly developed open + low intensity, some medium/high",6
13089022700,2019,"Mostly developed open + low intensity, some medium/high",6
13089022800,2001,"Mostly developed open + low intensity, little medium/high",5
13089022800,2019,"Mostly developed open + low intensity, little medium/high",5
13089022900,2001,"Mostly developed open + low intensity, little medium/high",5
13089022900,2019,"Mostly developed open + low intensity, little medium/high",5
13089023000,2001,"Mostly developed open + low intensity, little medium/high",5
13089023000,2019,"Mostly developed open + low intensity, little medium/high",5
13089023101,2001,"Mostly developed open + low intensity, little medium/high",5
13089023101,2019,"Mostly developed open + low intensity, little medium/high",5
13089023102,2001,"Mostly developed open + low intensity, some medium/high",6
13089023102,2019,"Mostly developed open + low intensity, some medium/high",6
13089023107,2001,"Mostly developed open + low intensity, little medium/high",5
13089023107,2019,"Mostly developed open + low intensity, little medium/high",5
13089023108,2001,"Mostly developed open + low intensity, some medium/high",6
13089023108,2019,"Mostly developed open + low intensity, some medium/high",6
13089023111,2001,Mostly developed open + low intensity / some forest,3
13089023111,2019,Mostly developed open + low intensity / some forest,3
13089023112,2001,Mostly developed open + low intensity / some forest,3
13089023112,2019,Mostly developed space (all intensities),7
13089023113,2001,Mostly developed space (all intensities),7
13089023113,2019,Mostly developed space (all intensities),7
13089023114,2001,"Mostly developed open + low intensity, little medium/high",5
13089023114,2019,Mostly developed open + low intensity / some forest,3
13089023115,2001,Mostly medium to high intensity developed space,8
13089023115,2019,Mostly medium to high intensity developed space,8
13089023204,2001,Mostly forest / some developed open + low intensity space,2
13089023204,2019,Mostly developed open + low intensity / some forest,3
13089023206,2001,Mostly forest / some developed open + low intensity space,2
13089023206,2019,Mostly developed open + low intensity / some forest,3
13089023208,2001,"Mostly developed open + low intensity, little medium/high",5
13089023208,2019,"Mostly developed open + low intensity, little medium/high",5
13089023209,2001,"Mostly developed open + low intensity, little medium/high",5
13089023209,2019,"Mostly developed open + low intensity, little medium/high",5
13089023210,2001,"Mostly developed open + low intensity, little medium/high",5
13089023210,2019,"Mostly developed open + low intensity, little medium/high",5
13089023211,2001,"Mostly developed open + low intensity, little medium/high",5
13089023211,2019,"Mostly developed open + low intensity, little medium/high",5
13089023212,2001,Mostly forest / some developed open + low intensity space,2
13089023212,2019,Mostly developed open + low intensity / some forest,3
13089023213,2001,"Mostly developed open + low intensity, little medium/high",5
13089023213,2019,"Mostly developed open + low intensity, little medium/high",5
13089023214,2001,Mostly developed space (all intensities) / some forest,4
13089023214,2019,Mostly developed space (all intensities),7
13089023303,2001,Mostly forest / some developed open + low intensity space,2
13089023303,2019,Mostly developed space (all intensities) / some forest,4
13089023306,2001,Mostly forest / some developed open + low intensity space,2
13089023306,2019,Mostly forest / some developed open + low intensity space,2
13089023309,2001,Mostly developed open + low intensity / some forest,3
13089023309,2019,"Mostly developed open + low intensity, some medium/high",6
13089023310,2001,Mostly forest / some developed open + low intensity space,2
13089023310,2019,Mostly developed space (all intensities) / some forest,4
13089023311,2001,Mostly forest / some developed open + low intensity space,2
13089023311,2019,Mostly forest / some developed open + low intensity space,2
13089023312,2001,Mostly developed open + low intensity / some forest,3
13089023312,2019,"Mostly developed open + low intensity, little medium/high",5
13089023313,2001,Mostly developed open + low intensity / some forest,3
13089023313,2019,Mostly developed space (all intensities) / some forest,4
13089023314,2001,Mostly developed open + low intensity / some forest,3
13089023314,2019,Mostly developed open + low intensity / some forest,3
13089023315,2001,Mostly forest / farmland,1
13089023315,2019,Mostly forest / farmland,1
13089023316,2001,Mostly developed open + low intensity / some forest,3
13089023316,2019,Mostly developed open + low intensity / some forest,3
13089023410,2001,Mostly developed space (all intensities) / some forest,4
13089023410,2019,Mostly developed space (all intensities),7
13089023411,2001,"Mostly developed open + low intensity, little medium/high",5
13089023411,2019,"Mostly developed open + low intensity, little medium/high",5
13089023412,2001,Mostly developed open + low intensity / some forest,3
13089023412,2019,Mostly developed open + low intensity / some forest,3
13089023413,2001,Mostly developed open + low intensity / some forest,3
13089023413,2019,Mostly developed open + low intensity / some forest,3
13089023414,2001,Mostly developed open + low intensity / some forest,3
13089023414,2019,Mostly developed open + low intensity / some forest,3
13089023416,2001,Mostly forest / some developed open + low intensity space,2
13089023416,2019,Mostly forest / some developed open + low intensity space,2
13089023418,2001,Mostly forest / farmland,1
13089023418,2019,Mostly forest / farmland,1
13089023419,2001,Mostly forest / farmland,1
13089023419,2019,Mostly forest / some developed open + low intensity space,2
13089023421,2001,Mostly forest / some developed open + low intensity space,2
13089023421,2019,Mostly developed space (all intensities) / some forest,4
13089023422,2001,Mostly forest / farmland,1
13089023422,2019,Mostly forest / some developed open + low intensity space,2
13089023423,2001,Mostly developed space (all intensities) / some forest,4
13089023423,2019,Mostly developed space (all intensities) / some forest,4
13089023424,2001,Mostly forest / some developed open + low intensity space,2
13089023424,2019,Mostly forest / some developed open + low intensity space,2
13089023425,2001,Mostly developed open + low intensity / some forest,3
13089023425,2019,Mostly developed open + low intensity / some forest,3
13089023426,2001,Mostly forest / some developed open + low intensity space,2
13089023426,2019,Mostly developed open + low intensity / some forest,3
13089023427,2001,Mostly forest / some developed open + low intensity space,2
13089023427,2019,Mostly forest / some developed open + low intensity space,2
13089023428,2001,Mostly forest / some developed open + low intensity space,2
13089023428,2019,Mostly developed space (all intensities) / some forest,4
13089023501,2001,"Mostly developed open + low intensity, little medium/high",5
13089023501,2019,"Mostly developed open + low intensity, little medium/high",5
13089023504,2001,"Mostly developed open + low intensity, some medium/high",6
13089023504,2019,"Mostly developed open + low intensity, some medium/high",6
13089023505,2001,"Mostly developed open + low intensity, little medium/high",5
13089023505,2019,"Mostly developed open + low intensity, little medium/high",5
13089023506,2001,Mostly developed open + low intensity / some forest,3
13089023506,2019,Mostly developed open + low intensity / some forest,3
13089023507,2001,"Mostly developed open + low intensity, little medium/high",5
13089023507,2019,"Mostly developed open + low intensity, little medium/high",5
13089023601,2001,"Mostly developed open + low intensity, little medium/high",5
13089023601,2019,"Mostly developed open + low intensity, little medium/high",5
13089023602,2001,Mostly developed open + low intensity / some forest,3
13089023602,2019,Mostly developed open + low intensity / some forest,3
13089023603,2001,Mostly developed open + low intensity / some forest,3
13089023603,2019,Mostly developed open + low intensity / some forest,3
13089023700,2001,Mostly forest / some developed open + low intensity space,2
13089023700,2019,Mostly developed open + low intensity / some forest,3
13089023801,2001,Mostly forest / some developed open + low intensity space,2
13089023801,2019,Mostly developed open + low intensity / some forest,3
13089023802,2001,Mostly developed space (all intensities) / some forest,4
13089023802,2019,Mostly developed space (all intensities) / some forest,4
13089023803,2001,"Mostly developed open + low intensity, little medium/high",5
13089023803,2019,"Mostly developed open + low intensity, little medium/high",5
13089980000,2001,"Mostly developed open + low intensity, little medium/high",5
13089980000,2019,"Mostly developed open + low intensity, little medium/high",5
13097080102,2001,Mostly forest / farmland,1
13097080102,2019,Mostly developed space (all intensities) / some forest,4
13097080103,2001,Mostly developed space (all intensities) / some forest,4
13097080103,2019,Mostly developed space (all intensities) / some forest,4
13097080201,2001,Mostly forest / farmland,1
13097080201,2019,Mostly forest / farmland,1
13097080202,2001,Mostly forest / some developed open + low intensity space,2
13097080202,2019,Mostly forest / some developed open + low intensity space,2
13097080301,2001,Mostly forest / farmland,1
13097080301,2019,Mostly forest / some developed open + low intensity space,2
13097080303,2001,Mostly developed open + low intensity / some forest,3
13097080303,2019,Mostly developed open + low intensity / some forest,3
13097080304,2001,Mostly developed space (all intensities) / some forest,4
13097080304,2019,Mostly developed space (all intensities) / some forest,4
13097080402,2001,Mostly forest / farmland,1
13097080402,2019,Mostly forest / farmland,1
13097080403,2001,Mostly forest / farmland,1
13097080403,2019,Mostly forest / farmland,1
13097080404,2001,Mostly forest / farmland,1
13097080404,2019,Mostly forest / farmland,1
13097080505,2001,Mostly forest / some developed open + low intensity space,2
13097080505,2019,Mostly forest / some developed open + low intensity space,2
13097080506,2001,Mostly forest / farmland,1
13097080506,2019,Mostly forest / farmland,1
13097080507,2001,Mostly forest / farmland,1
13097080507,2019,Mostly forest / farmland,1
13097080508,2001,Mostly developed open + low intensity / some forest,3
13097080508,2019,Mostly developed open + low intensity / some forest,3
13097080509,2001,Mostly forest / some developed open + low intensity space,2
13097080509,2019,Mostly developed open + low intensity / some forest,3
13097080510,2001,Mostly forest / farmland,1
13097080510,2019,Mostly forest / some developed open + low intensity space,2
13097080511,2001,Mostly forest / farmland,1
13097080511,2019,Mostly forest / farmland,1
13097080602,2001,Mostly forest / farmland,1
13097080602,2019,Mostly forest / farmland,1
13097080603,2001,Mostly forest / farmland,1
13097080603,2019,Mostly forest / some developed open + low intensity space,2
13097080604,2001,Mostly forest / farmland,1
13097080604,2019,Mostly forest / farmland,1
13113140101,2001,Mostly forest / farmland,1
13113140101,2019,Mostly forest / farmland,1
13113140102,2001,Mostly forest / farmland,1
13113140102,2019,Mostly forest / farmland,1
13113140203,2001,Mostly forest / farmland,1
13113140203,2019,Mostly forest / farmland,1
13113140204,2001,Mostly forest / farmland,1
13113140204,2019,Mostly forest / farmland,1
13113140206,2001,Mostly forest / farmland,1
13113140206,2019,Mostly forest / some developed open + low intensity space,2
13113140207,2001,Mostly developed open + low intensity / some forest,3
13113140207,2019,Mostly developed open + low intensity / some forest,3
13113140208,2001,Mostly forest / farmland,1
13113140208,2019,Mostly developed space (all intensities) / some forest,4
13113140303,2001,Mostly developed space (all intensities) / some forest,4
13113140303,2019,Mostly developed space (all intensities) / some forest,4
13113140304,2001,Mostly forest / farmland,1
13113140304,2019,Mostly forest / farmland,1
13113140305,2001,Mostly forest / farmland,1
13113140305,2019,Mostly forest / farmland,1
13113140306,2001,Mostly forest / some developed open + low intensity space,2
13113140306,2019,Mostly developed space (all intensities),7
13113140307,2001,Mostly forest / some developed open + low intensity space,2
13113140307,2019,Mostly forest / some developed open + low intensity space,2
13113140403,2001,Mostly forest / some developed open + low intensity space,2
13113140403,2019,Mostly forest / some developed open + low intensity space,2
13113140404,2001,Mostly forest / some developed open + low intensity space,2
13113140404,2019,Mostly developed space (all intensities) / some forest,4
13113140405,2001,Mostly forest / farmland,1
13113140405,2019,Mostly forest / farmland,1
13113140406,2001,Mostly forest / farmland,1
13113140406,2019,Mostly forest / some developed open + low intensity space,2
13113140407,2001,Mostly forest / farmland,1
13113140407,2019,Mostly forest / farmland,1
13113140408,2001,Mostly forest / farmland,1
13113140408,2019,Mostly forest / farmland,1
13113140501,2001,Mostly forest / farmland,1
13113140501,2019,Mostly forest / farmland,1
13113140502,2001,Mostly forest / farmland,1
13113140502,2019,Mostly forest / farmland,1
13117130101,2001,Mostly forest / farmland,1
13117130101,2019,Mostly forest / farmland,1
13117130102,2001,Mostly forest / farmland,1
13117130102,2019,Mostly forest / farmland,1
13117130103,2001,Mostly forest / farmland,1
13117130103,2019,Mostly forest / farmland,1
13117130104,2001,Mostly forest / farmland,1
13117130104,2019,Mostly forest / farmland,1
13117130105,2001,Mostly forest / farmland,1
13117130105,2019,Mostly forest / farmland,1
13117130201,2001,Mostly forest / farmland,1
13117130201,2019,Mostly forest / farmland,1
13117130202,2001,Mostly forest / farmland,1
13117130202,2019,Mostly forest / farmland,1
13117130203,2001,Mostly forest / farmland,1
13117130203,2019,Mostly forest / farmland,1
13117130204,2001,Mostly forest / farmland,1
13117130204,2019,Mostly forest / farmland,1
13117130205,2001,Mostly forest / farmland,1
13117130205,2019,Mostly forest / farmland,1
13117130301,2001,Mostly forest / farmland,1
13117130301,2019,Mostly forest / farmland,1
13117130302,2001,Mostly forest / farmland,1
13117130302,2019,Mostly forest / some developed open + low intensity space,2
13117130303,2001,Mostly forest / farmland,1
13117130303,2019,Mostly forest / farmland,1
13117130304,2001,Mostly forest / farmland,1
13117130304,2019,Mostly forest / some developed open + low intensity space,2
13117130305,2001,Mostly forest / farmland,1
13117130305,2019,Mostly forest / some developed open + low intensity space,2
13117130306,2001,Mostly forest / some developed open + low intensity space,2
13117130306,2019,Mostly developed open + low intensity / some forest,3
13117130307,2001,Mostly forest / farmland,1
13117130307,2019,Mostly forest / some developed open + low intensity space,2
13117130403,2001,Mostly forest / farmland,1
13117130403,2019,Mostly forest / farmland,1
13117130404,2001,Mostly forest / farmland,1
13117130404,2019,Mostly forest / some developed open + low intensity space,2
13117130405,2001,Mostly forest / farmland,1
13117130405,2019,Mostly forest / some developed open + low intensity space,2
13117130406,2001,Mostly forest / farmland,1
13117130406,2019,Mostly developed space (all intensities),7
13117130408,2001,Mostly forest / farmland,1
13117130408,2019,Mostly forest / some developed open + low intensity space,2
13117130409,2001,Mostly forest / some developed open + low intensity space,2
13117130409,2019,Mostly forest / some developed open + low intensity space,2
13117130410,2001,Mostly forest / some developed open + low intensity space,2
13117130410,2019,Mostly developed space (all intensities) / some forest,4
13117130503,2001,Mostly forest / farmland,1
13117130503,2019,Mostly forest / farmland,1
13117130504,2001,Mostly forest / farmland,1
13117130504,2019,Mostly forest / farmland,1
13117130505,2001,Mostly forest / farmland,1
13117130505,2019,Mostly forest / farmland,1
13117130506,2001,Mostly forest / farmland,1
13117130506,2019,Mostly forest / some developed open + low intensity space,2
13117130507,2001,Mostly forest / some developed open + low intensity space,2
13117130507,2019,Mostly developed space (all intensities) / some forest,4
13117130508,2001,Mostly forest / some developed open + low intensity space,2
13117130508,2019,Mostly forest / some developed open + low intensity space,2
13117130509,2001,Mostly forest / some developed open + low intensity space,2
13117130509,2019,Mostly forest / some developed open + low intensity space,2
13117130510,2001,Mostly forest / farmland,1
13117130510,2019,Mostly forest / some developed open + low intensity space,2
13117130601,2001,Mostly forest / farmland,1
13117130601,2019,Mostly developed space (all intensities) / some forest,4
13117130602,2001,Mostly forest / some developed open + low intensity space,2
13117130602,2019,Mostly developed space (all intensities),7
13117130603,2001,Mostly developed space (all intensities) / some forest,4
13117130603,2019,Mostly developed space (all intensities) / some forest,4
13117130604,2001,Mostly forest / some developed open + low intensity space,2
13117130604,2019,Mostly developed space (all intensities),7
13117130605,2001,Mostly forest / farmland,1
13117130605,2019,Mostly forest / some developed open + low intensity space,2
13117130606,2001,Mostly developed open + low intensity / some forest,3
13117130606,2019,Mostly developed space (all intensities),7
13117130607,2001,Mostly forest / farmland,1
13117130607,2019,Mostly developed open + low intensity / some forest,3
13117130608,2001,Mostly developed space (all intensities) / some forest,4
13117130608,2019,Mostly developed space (all intensities),7
13117130609,2001,Mostly forest / farmland,1
13117130609,2019,Mostly developed open + low intensity / some forest,3
13117130610,2001,Mostly forest / farmland,1
13117130610,2019,Mostly forest / some developed open + low intensity space,2
13117130611,2001,Mostly forest / farmland,1
13117130611,2019,Mostly forest / some developed open + low intensity space,2
13117130612,2001,Mostly forest / some developed open + low intensity space,2
13117130612,2019,Mostly developed open + low intensity / some forest,3
13117130613,2001,Mostly forest / farmland,1
13117130613,2019,Mostly developed space (all intensities) / some forest,4
13121000100,2001,"Mostly developed open + low intensity, little medium/high",5
13121000100,2019,"Mostly developed open + low intensity, little medium/high",5
13121000200,2001,"Mostly developed open + low intensity, some medium/high",6
13121000200,2019,"Mostly developed open + low intensity, some medium/high",6
13121000400,2001,Mostly developed space (all intensities),7
13121000400,2019,Mostly developed space (all intensities),7
13121000500,2001,"Mostly developed open + low intensity, some medium/high",6
13121000500,2019,Mostly developed space (all intensities),7
13121000600,2001,Mostly medium to high intensity developed space,8
13121000600,2019,Mostly medium to high intensity developed space,8
13121000700,2001,Mostly medium to high intensity developed space,8
13121000700,2019,Mostly medium to high intensity developed space,8
13121001001,2001,Mostly medium to high intensity developed space,8
13121001001,2019,Mostly medium to high intensity developed space,8
13121001002,2001,Mostly medium to high intensity developed space,8
13121001002,2019,Mostly medium to high intensity developed space,8
13121001100,2001,Mostly medium to high intensity developed space,8
13121001100,2019,Mostly medium to high intensity developed space,8
13121001201,2001,Mostly medium to high intensity developed space,8
13121001201,2019,Mostly medium to high intensity developed space,8
13121001202,2001,Mostly medium to high intensity developed space,8
13121001202,2019,Mostly medium to high intensity developed space,8
13121001300,2001,Mostly medium to high intensity developed space,8
13121001300,2019,Mostly medium to high intensity developed space,8
13121001400,2001,Mostly developed space (all intensities),7
13121001400,2019,Mostly medium to high intensity developed space,8
13121001500,2001,Mostly developed space (all intensities),7
13121001500,2019,Mostly developed space (all intensities),7
13121001600,2001,"Mostly developed open + low intensity, some medium/high",6
13121001600,2019,Mostly developed space (all intensities),7
13121001700,2001,Mostly medium to high intensity developed space,8
13121001700,2019,Mostly medium to high intensity developed space,8
13121001800,2001,Mostly medium to high intensity developed space,8
13121001800,2019,Mostly medium to high intensity developed space,8
13121001900,2001,Mostly medium to high intensity developed space,8
13121001900,2019,Mostly medium to high intensity developed space,8
13121002100,2001,Mostly medium to high intensity developed space,8
13121002100,2019,Mostly medium to high intensity developed space,8
13121002300,2001,Mostly developed space (all intensities),7
13121002300,2019,Mostly developed space (all intensities),7
13121002400,2001,"Mostly developed open + low intensity, some medium/high",6
13121002400,2019,"Mostly developed open + low intensity, some medium/high",6
13121002500,2001,Mostly medium to high intensity developed space,8
13121002500,2019,Mostly medium to high intensity developed space,8
13121002600,2001,Mostly medium to high intensity developed space,8
13121002600,2019,Mostly medium to high intensity developed space,8
13121002800,2001,Mostly medium to high intensity developed space,8
13121002800,2019,Mostly medium to high intensity developed space,8
13121002900,2001,Mostly medium to high intensity developed space,8
13121002900,2019,Mostly medium to high intensity developed space,8
13121003000,2001,"Mostly developed open + low intensity, some medium/high",6
13121003000,2019,Mostly developed space (all intensities),7
13121003100,2001,Mostly developed space (all intensities),7
13121003100,2019,Mostly medium to high intensity developed space,8
13121003200,2001,Mostly medium to high intensity developed space,8
13121003200,2019,Mostly medium to high intensity developed space,8
13121003500,2001,Mostly medium to high intensity developed space,8
13121003500,2019,Mostly medium to high intensity developed space,8
13121003600,2001,Mostly medium to high intensity developed space,8
13121003600,2019,Mostly medium to high intensity developed space,8
13121003700,2001,Mostly medium to high intensity developed space,8
13121003700,2019,Mostly medium to high intensity developed space,8
13121003800,2001,Mostly medium to high intensity developed space,8
13121003800,2019,Mostly medium to high intensity developed space,8
13121003900,2001,"Mostly developed open + low intensity, some medium/high",6
13121003900,2019,"Mostly developed open + low intensity, some medium/high",6
13121004000,2001,"Mostly developed open + low intensity, some medium/high",6
13121004000,2019,"Mostly developed open + low intensity, some medium/high",6
13121004100,2001,"Mostly developed open + low intensity, some medium/high",6
13121004100,2019,"Mostly developed open + low intensity, some medium/high",6
13121004200,2001,Mostly medium to high intensity developed space,8
13121004200,2019,Mostly medium to high intensity developed space,8
13121004300,2001,Mostly medium to high intensity developed space,8
13121004300,2019,Mostly medium to high intensity developed space,8
13121004400,2001,Mostly medium to high intensity developed space,8
13121004400,2019,Mostly medium to high intensity developed space,8
13121004800,2001,Mostly medium to high intensity developed space,8
13121004800,2019,Mostly medium to high intensity developed space,8
13121004900,2001,Mostly medium to high intensity developed space,8
13121004900,2019,Mostly medium to high intensity developed space,8
13121005000,2001,Mostly medium to high intensity developed space,8
13121005000,2019,Mostly medium to high intensity developed space,8
13121005200,2001,"Mostly developed open + low intensity, some medium/high",6
13121005200,2019,"Mostly developed open + low intensity, some medium/high",6
13121005300,2001,"Mostly developed open + low intensity, some medium/high",6
13121005300,2019,"Mostly developed open + low intensity, some medium/high",6
13121005501,2001,Mostly developed space (all intensities),7
13121005501,2019,Mostly developed space (all intensities),7
13121005502,2001,Mostly developed space (all intensities),7
13121005502,2019,Mostly medium to high intensity developed space,8
13121005700,2001,Mostly medium to high intensity developed space,8
13121005700,2019,Mostly medium to high intensity developed space,8
13121005800,2001,Mostly medium to high intensity developed space,8
13121005800,2019,Mostly medium to high intensity developed space,8
13121006000,2001,"Mostly developed open + low intensity, some medium/high",6
13121006000,2019,"Mostly developed open + low intensity, some medium/high",6
13121006100,2001,"Mostly developed open + low intensity, little medium/high",5
13121006100,2019,"Mostly developed open + low intensity, little medium/high",5
13121006200,2001,"Mostly developed open + low intensity, some medium/high",6
13121006200,2019,"Mostly developed open + low intensity, some medium/high",6
13121006300,2001,Mostly medium to high intensity developed space,8
13121006300,2019,Mostly medium to high intensity developed space,8
13121006400,2001,Mostly developed space (all intensities),7
13121006400,2019,Mostly developed space (all intensities),7
13121006500,2001,"Mostly developed open + low intensity, some medium/high",6
13121006500,2019,Mostly developed space (all intensities),7
13121006601,2001,Mostly developed space (all intensities),7
13121006601,2019,Mostly medium to high intensity developed space,8
13121006602,2001,"Mostly developed open + low intensity, some medium/high",6
13121006602,2019,"Mostly developed open + low intensity, some medium/high",6
13121006700,2001,"Mostly developed open + low intensity, some medium/high",6
13121006700,2019,Mostly developed space (all intensities),7
13121006801,2001,"Mostly developed open + low intensity, some medium/high",6
13121006801,2019,Mostly developed space (all intensities),7
13121006802,2001,Mostly developed space (all intensities) / some forest,4
13121006802,2019,Mostly developed open + low intensity / some forest,3
13121006900,2001,Mostly developed open + low intensity / some forest,3
13121006900,2019,Mostly developed open + low intensity / some forest,3
13121007001,2001,Mostly forest / some developed open + low intensity space,2
13121007001,2019,Mostly forest / some developed open + low intensity space,2
13121007002,2001,Mostly developed space (all intensities),7
13121007002,2019,Mostly developed space (all intensities),7
13121007100,2001,Mostly developed space (all intensities),7
13121007100,2019,Mostly developed space (all intensities),7
13121007200,2001,Mostly forest / farmland,1
13121007200,2019,Mostly developed space (all intensities) / some forest,4
13121007300,2001,Mostly forest / some developed open + low intensity space,2
13121007300,2019,Mostly developed space (all intensities) / some forest,4
13121007400,2001,Mostly developed space (all intensities),7
13121007400,2019,Mostly developed space (all intensities),7
13121007500,2001,Mostly developed space (all intensities),7
13121007500,2019,Mostly developed space (all intensities),7
13121007602,2001,Mostly forest / some developed open + low intensity space,2
13121007602,2019,Mostly forest / some developed open + low intensity space,2
13121007603,2001,"Mostly developed open + low intensity, some medium/high",6
13121007603,2019,"Mostly developed open + low intensity, some medium/high",6
13121007604,2001,Mostly forest / some developed open + low intensity space,2
13121007604,2019,Mostly developed space (all intensities) / some forest,4
13121007703,2001,Mostly forest / some developed open + low intensity space,2
13121007703,2019,Mostly forest / some developed open + low intensity space,2
13121007704,2001,Mostly forest / some developed open + low intensity space,2
13121007704,2019,Mostly forest / some developed open + low intensity space,2
13121007705,2001,Mostly developed space (all intensities) / some forest,4
13121007705,2019,Mostly developed space (all intensities) / some forest,4
13121007706,2001,Mostly forest / farmland,1
13121007706,2019,Mostly forest / some developed open + low intensity space,2
13121007802,2001,Mostly forest / some developed open + low intensity space,2
13121007802,2019,Mostly forest / some developed open + low intensity space,2
13121007805,2001,Mostly developed space (all intensities) / some forest,4
13121007805,2019,Mostly developed space (all intensities) / some forest,4
13121007806,2001,Mostly forest / some developed open + low intensity space,2
13121007806,2019,Mostly forest / some developed open + low intensity space,2
13121007807,2001,Mostly developed open + low intensity / some forest,3
13121007807,2019,Mostly developed open + low intensity / some forest,3
13121007808,2001,Mostly developed open + low intensity / some forest,3
13121007808,2019,Mostly developed space (all intensities),7
13121007900,2001,Mostly forest / some developed open + low intensity space,2
13121007900,2019,Mostly forest / some developed open + low intensity space,2
13121008000,2001,"Mostly developed open + low intensity, little medium/high",5
13121008000,2019,"Mostly developed open + low intensity, little medium/high",5
13121008101,2001,Mostly forest / some developed open + low intensity space,2
13121008101,2019,Mostly forest / some developed open + low intensity space,2
13121008102,2001,Mostly forest / some developed open + low intensity space,2
13121008102,2019,Mostly forest / some developed open + low intensity space,2
13121008201,2001,Mostly developed open + low intensity / some forest,3
13121008201,2019,Mostly developed open + low intensity / some forest,3
13121008202,2001,Mostly developed space (all intensities) / some forest,4
13121008202,2019,Mostly developed space (all intensities) / some forest,4
13121008301,2001,"Mostly developed open + low intensity, little medium/high",5
13121008301,2019,"Mostly developed open + low intensity, little medium/high",5
13121008302,2001,Mostly developed open + low intensity / some forest,3
13121008302,2019,Mostly developed open + low intensity / some forest,3
13121008400,2001,"Mostly developed open + low intensity, some medium/high",6
13121008400,2019,"Mostly developed open + low intensity, some medium/high",6
13121008500,2001,Mostly developed open + low intensity / some forest,3
13121008500,2019,Mostly developed open + low intensity / some forest,3
13121008601,2001,Mostly developed open + low intensity / some forest,3
13121008601,2019,Mostly developed open + low intensity / some forest,3
13121008602,2001,Mostly developed space (all intensities) / some forest,4
13121008602,2019,Mostly developed space (all intensities) / some forest,4
13121008700,2001,Mostly developed space (all intensities) / some forest,4
13121008700,2019,Mostly developed space (all intensities) / some forest,4
13121008800,2001,Mostly developed space (all intensities),7
13121008800,2019,Mostly developed space (all intensities),7
13121008902,2001,Mostly medium to high intensity developed space,8
13121008902,2019,Mostly medium to high intensity developed space,8
13121008903,2001,Mostly developed space (all intensities),7
13121008903,2019,Mostly developed space (all intensities),7
13121008904,2001,"Mostly developed open + low intensity, little medium/high",5
13121008904,2019,Mostly developed space (all intensities),7
13121009000,2001,"Mostly developed open + low intensity, little medium/high",5
13121009000,2019,"Mostly developed open + low intensity, little medium/high",5
13121009101,2001,"Mostly developed open + low intensity, some medium/high",6
13121009101,2019,"Mostly developed open + low intensity, some medium/high",6
13121009102,2001,Mostly developed space (all intensities),7
13121009102,2019,Mostly developed space (all intensities),7
13121009200,2001,Mostly developed space (all intensities),7
13121009200,2019,Mostly developed space (all intensities),7
13121009300,2001,"Mostly developed open + low intensity, little medium/high",5
13121009300,2019,"Mostly developed open + low intensity, some medium/high",6
13121009402,2001,Mostly medium to high intensity developed space,8
13121009402,2019,Mostly medium to high intensity developed space,8
13121009403,2001,Mostly medium to high intensity developed space,8
13121009403,2019,Mostly medium to high intensity developed space,8
13121009404,2001,Mostly developed open + low intensity / some forest,3
13121009404,2019,Mostly developed open + low intensity / some forest,3
13121009501,2001,Mostly forest / some developed open + low intensity space,2
13121009501,2019,"Mostly developed open + low intensity, little medium/high",5
13121009502,2001,Mostly developed space (all intensities),7
13121009502,2019,Mostly developed space (all intensities),7
