GEOID,class,value,year
13135050306,31,10.003921568627451,2001
13135050306,95,5.0,2001
13135050306,11,4.0,2001
13135050306,52,1.0,2001
13135050306,71,17.0,2001
13135050306,24,3858.1450980392156,2001
13135050306,90,11.0,2001
13135050306,43,90.0,2001
13135050306,41,273.0,2001
13135050306,81,391.0,2001
13135050306,23,1995.2509803921569,2001
13135050306,42,402.0,2001
13135050306,22,1313.9843137254902,2001
13135050306,21,613.0,2001
13135050309,31,58.0,2001
13135050309,11,466.39607843137253,2001
13135050309,52,4.0,2001
13135050309,71,119.56862745098039,2001
13135050309,24,1433.9725490196079,2001
13135050309,90,4.4,2001
13135050309,22,2220.972549019608,2001
13135050309,41,1611.7215686274512,2001
13135050309,23,1625.4705882352941,2001
13135050309,81,74.81176470588235,2001
13135050309,42,705.0627450980392,2001
13135050309,43,106.0,2001
13135050309,21,2058.4313725490197,2001
13135050310,52,12.0,2001
13135050310,11,31.0,2001
13135050310,31,2.0,2001
13135050310,71,27.0,2001
13135050310,24,897.9176470588235,2001
13135050310,90,23.0,2001
13135050310,43,114.29411764705883,2001
13135050310,42,243.17254901960786,2001
13135050310,81,7.011764705882354,2001
13135050310,23,1748.9372549019608,2001
13135050310,41,327.01960784313724,2001
13135050310,22,1381.5098039215686,2001
13135050310,21,847.6941176470588,2001
13135050313,52,8.0,2001
13135050313,95,6.0,2001
13135050313,11,3.0,2001
13135050313,31,99.05882352941177,2001
13135050313,71,62.0,2001
13135050313,24,448.98039215686276,2001
13135050313,90,162.0,2001
13135050313,43,250.0,2001
13135050313,41,766.0,2001
13135050313,23,683.9254901960785,2001
13135050313,81,143.0,2001
13135050313,42,508.0,2001
13135050313,22,1519.8745098039217,2001
13135050313,21,1771.0,2001
13135050422,24,21.0,2001
13135050422,22,662.0588235294117,2001
13135050422,42,95.0,2001
13135050422,23,209.00392156862745,2001
13135050422,81,16.0,2001
13135050422,41,38.0,2001
13135050422,43,26.0,2001
13135050422,21,696.9372549019608,2001
13135050314,31,94.77254901960784,2001
13135050314,11,34.0,2001
13135050314,95,52.0,2001
13135050314,52,2.0,2001
13135050314,71,52.266666666666666,2001
13135050314,24,100.0,2001
13135050314,90,153.08235294117645,2001
13135050314,81,80.47843137254901,2001
13135050314,43,160.521568627451,2001
13135050314,41,423.47843137254904,2001
13135050314,23,386.9176470588235,2001
13135050314,42,361.88235294117646,2001
13135050314,22,1131.5294117647059,2001
13135050314,21,1196.6,2001
13135050417,24,664.5176470588235,2001
13135050417,90,5.0,2001
13135050417,21,275.9843137254902,2001
13135050417,22,341.02745098039213,2001
13135050417,42,142.0,2001
13135050417,23,375.7294117647059,2001
13135050417,81,7.0,2001
13135050417,41,55.0,2001
13135050417,43,40.0,2001
13135050417,11,1.0,2001
13135050417,31,1.0,2001
13135050304,71,106.71764705882353,2001
13135050304,24,2074.180392156862,2001
13135050304,21,639.356862745098,2001
13135050304,22,978.7450980392157,2001
13135050304,41,557.0,2001
13135050304,23,1236.0627450980387,2001
13135050304,81,106.91372549019607,2001
13135050304,42,335.8470588235294,2001
13135050304,43,142.0,2001
13135050304,31,215.63529411764705,2001
13135050304,11,87.0,2001
13135050304,52,2.0,2001
13135050712,71,19.0,2001
13135050712,24,89.0,2001
13135050712,90,284.24705882352947,2001
13135050712,21,2427.7058823529414,2001
13135050712,22,1069.21568627451,2001
13135050712,41,1413.713725490196,2001
13135050712,23,143.01960784313724,2001
13135050712,81,84.1843137254902,2001
